"","SYMBOL","GENENAME"
"3668","TMEM167B","transmembrane protein 167B"
"3669","TMEM171","transmembrane protein 171"
"3670","TMEM184B","transmembrane protein 184B"
"3671","TMEM190","transmembrane protein 190"
"3672","TMEM196","transmembrane protein 196"
"3673","TMEM214","transmembrane protein 214"
"3674","TMEM229A","transmembrane protein 229A"
"3675","TMEM235","transmembrane protein 235"
"3676","TMEM242","transmembrane protein 242"
"3677","TMEM247","transmembrane protein 247"
"3678","TMEM253","transmembrane protein 253"
"3679","TMEM27",NA
"3680","TMEM30C",NA
"3681","TMEM31","transmembrane protein 31"
"3682","TMEM52B","transmembrane protein 52B"
"3683","TMEM56",NA
"3684","TMEM61","transmembrane protein 61"
"3685","TMEM62","transmembrane protein 62"
"3686","TMEM69","transmembrane protein 69"
"3687","TMEM86A","transmembrane protein 86A"
"3688","TMEM8C",NA
"3689","TMEM98","transmembrane protein 98"
"3690","TMIE","transmembrane inner ear"
"3691","TMIGD1","transmembrane and immunoglobulin domain containing 1"
"3692","TMPRSS11A","transmembrane serine protease 11A"
"3693","TMPRSS11E","transmembrane serine protease 11E"
"3694","TMPRSS11GP","transmembrane serine protease 11G, pseudogene"
"3695","TMPRSS15","transmembrane serine protease 15"
"3696","TMPRSS3","transmembrane serine protease 3"
"3697","TMPRSS4-AS1",NA
"3698","TMPRSS5","transmembrane serine protease 5"
"3699","TNFRSF17","TNF receptor superfamily member 17"
"3700","TNFRSF21","TNF receptor superfamily member 21"
"3701","TNFRSF25","TNF receptor superfamily member 25"
"3702","TNFRSF4","TNF receptor superfamily member 4"
"3703","TNFRSF6B","TNF receptor superfamily member 6b"
"3704","TNFRSF8","TNF receptor superfamily member 8"
"3705","TNFSF11","TNF superfamily member 11"
"3706","TNFSF18","TNF superfamily member 18"
"3707","TNFSF8","TNF superfamily member 8"
"3708","TNMD","tenomodulin"
"3709","TNN","tenascin N"
"3710","TNNC2","troponin C2, fast skeletal type"
"3711","TNNT1","troponin T1, slow skeletal type"
"3712","TNP1","transition protein 1"
"3713","TNPO2","transportin 2"
"3714","TNRC6A","trinucleotide repeat containing adaptor 6A"
"3715","TNRC6B","trinucleotide repeat containing adaptor 6B"
"3716","TOB2P1","transducer of ERBB2, 2 pseudogene 1"
"3717","TOMM20L","translocase of outer mitochondrial membrane 20 like"
"3718","TOP1P1","DNA topoisomerase I pseudogene 1"
"3719","TOP2B","DNA topoisomerase II beta"
"3720","TOP3B","DNA topoisomerase III beta"
"3721","TOPBP1","DNA topoisomerase II binding protein 1"
"3722","TOPORS","TOP1 binding arginine/serine rich protein"
"3723","TOPORS-AS1",NA
"3724","TOR4A","torsin family 4 member A"
"3725","TP53I11","tumor protein p53 inducible protein 11"
"3726","TPCN2","two pore segment channel 2"
"3727","TPH2","tryptophan hydroxylase 2"
"3728","TPPP2","tubulin polymerization promoting protein family member 2"
"3729","TPRG1L","tumor protein p63 regulated 1 like"
"3730","TPST2","tyrosylprotein sulfotransferase 2"
"3731","TRAF3IP2","TRAF3 interacting protein 2"
"3732","TRAF4","TNF receptor associated factor 4"
"3733","TRAM2","translocation associated membrane protein 2"
"3734","TRAP1","TNF receptor associated protein 1"
"3735","TRAPPC3L","trafficking protein particle complex 3 like"
"3736","TRAPPC5","trafficking protein particle complex 5"
"3737","TRAT1","T cell receptor associated transmembrane adaptor 1"
"3738","TREH","trehalase"
"3739","TREML4","triggering receptor expressed on myeloid cells like 4"
"3740","TRIM16L","tripartite motif containing 16 like"
"3741","TRIM2","tripartite motif containing 2"
"3742","TRIM22","tripartite motif containing 22"
"3743","TRIM31","tripartite motif containing 31"
"3744","TRIM33","tripartite motif containing 33"
"3745","TRIM35","tripartite motif containing 35"
"3746","TRIM36","tripartite motif containing 36"
"3747","TRIM38","tripartite motif containing 38"
"3748","TRIM42","tripartite motif containing 42"
"3749","TRIM43","tripartite motif containing 43"
"3750","TRIM43B","tripartite motif containing 43B"
"3751","TRIM48","tripartite motif containing 48"
"3752","TRIM65","tripartite motif containing 65"
"3753","TRIM66","tripartite motif containing 66"
"3754","TRIM77","tripartite motif containing 77"
"3755","TRMT1","tRNA methyltransferase 1"
"3756","TRPC5","transient receptor potential cation channel subfamily C member 5"
"3757","TRPC6","transient receptor potential cation channel subfamily C member 6"
"3758","TRPM2","transient receptor potential cation channel subfamily M member 2"
"3759","TRPM6","transient receptor potential cation channel subfamily M member 6"
"3760","TRPV4","transient receptor potential cation channel subfamily V member 4"
"3761","TSEN15","tRNA splicing endonuclease subunit 15"
"3762","TSHB","thyroid stimulating hormone subunit beta"
"3763","TSKU","tsukushi, small leucine rich proteoglycan"
"3764","TSPAN18","tetraspanin 18"
"3765","TSPAN19","tetraspanin 19"
"3766","TSPO2","translocator protein 2"
"3767","TSSK1B","testis specific serine kinase 1B"
"3768","TSSK2","testis specific serine kinase 2"
"3769","TSSK3","testis specific serine kinase 3"
"3770","TSSK6","testis specific serine kinase 6"
"3771","TTC36","tetratricopeptide repeat domain 36"
"3772","TTC3P1","tetratricopeptide repeat domain 3 pseudogene 1"
"3773","TTC40",NA
"3774","TTC9","tetratricopeptide repeat domain 9"
"3775","TTLL10","tubulin tyrosine ligase like 10"
"3776","TTLL3","tubulin tyrosine ligase like 3"
"3777","TTPAL","alpha tocopherol transfer protein like"
"3778","TTR","transthyretin"
"3779","TTYH3","tweety family member 3"
"3780","TUBAL3","tubulin alpha like 3"
"3781","TUBB","tubulin beta class I"
"3782","TULP1","TUB like protein 1"
"3783","TULP4","TUB like protein 4"
"3784","TUSC2","tumor suppressor 2, mitochondrial calcium regulator"
"3785","TWF1","twinfilin actin binding protein 1"
"3786","TWIST1","twist family bHLH transcription factor 1"
"3787","TWISTNB","TWIST neighbor"
"3788","TXLNA","taxilin alpha"
"3789","TXLNB","taxilin beta"
"3790","TXNDC2","thioredoxin domain containing 2"
"3791","TXNDC5","thioredoxin domain containing 5"
"3792","TXNDC8","thioredoxin domain containing 8"
"3793","TXNL4B","thioredoxin like 4B"
"3794","UBA2","ubiquitin like modifier activating enzyme 2"
"3795","UBAC1","UBA domain containing 1"
"3796","UBALD1","UBA like domain containing 1"
"3797","UBAP1L","ubiquitin associated protein 1 like"
"3798","UBASH3A","ubiquitin associated and SH3 domain containing A"
"3799","UBE2D2","ubiquitin conjugating enzyme E2 D2"
"3800","UBE2G1","ubiquitin conjugating enzyme E2 G1"
"3801","UBE2G2","ubiquitin conjugating enzyme E2 G2"
"3802","UBE2J1","ubiquitin conjugating enzyme E2 J1"
"3803","UBE2NL","ubiquitin conjugating enzyme E2 N like (gene/pseudogene)"
"3804","UBE2O","ubiquitin conjugating enzyme E2 O"
"3805","UBE2U","ubiquitin conjugating enzyme E2 U"
"3806","UBE4A","ubiquitination factor E4A"
"3807","UBR3","ubiquitin protein ligase E3 component n-recognin 3"
"3808","UCHL1","ubiquitin C-terminal hydrolase L1"
"3809","UCHL1-AS1","UCHL1 antisense RNA 1 (head to head)"
"3810","UCK1","uridine-cytidine kinase 1"
"3811","UCMA","upper zone of growth plate and cartilage matrix associated"
"3812","UCN3","urocortin 3"
"3813","UFC1","ubiquitin-fold modifier conjugating enzyme 1"
"3814","UGT2B17","UDP glucuronosyltransferase family 2 member B17"
"3815","UGT2B7","UDP glucuronosyltransferase family 2 member B7"
"3816","UHRF2","ubiquitin like with PHD and ring finger domains 2"
"3817","ULK2","unc-51 like autophagy activating kinase 2"
"3818","UNC13C","unc-13 homolog C"
"3819","UNC93B1","unc-93 homolog B1, TLR signaling regulator"
"3820","UPK1B","uroplakin 1B"
"3821","UPK3B","uroplakin 3B"
"3822","UPP2","uridine phosphorylase 2"
"3823","UROC1","urocanate hydratase 1"
"3824","USH1C","USH1 protein network component harmonin"
"3825","USHBP1","USH1 protein network component harmonin binding protein 1"
"3826","USP10","ubiquitin specific peptidase 10"
"3827","USP12","ubiquitin specific peptidase 12"
"3828","USP17L7","ubiquitin specific peptidase 17 like family member 7"
"3829","USP22","ubiquitin specific peptidase 22"
"3830","USP26","ubiquitin specific peptidase 26"
"3831","USP27X","ubiquitin specific peptidase 27 X-linked"
"3832","USP27X-AS1","USP27X antisense RNA 1 (head to head)"
"3833","USP32P1","ubiquitin specific peptidase 32 pseudogene 1"
"3834","USP34","ubiquitin specific peptidase 34"
"3835","USP40","ubiquitin specific peptidase 40"
"3836","USP51","ubiquitin specific peptidase 51"
"3837","USP54","ubiquitin specific peptidase 54"
"3838","USP6","ubiquitin specific peptidase 6"
"3839","USP6NL","USP6 N-terminal like"
"3840","UXS1","UDP-glucuronate decarboxylase 1"
"3841","VAMP5","vesicle associated membrane protein 5"
"3842","VANGL1","VANGL planar cell polarity protein 1"
"3843","VANGL2","VANGL planar cell polarity protein 2"
"3844","VAV1","vav guanine nucleotide exchange factor 1"
"3845","VAX2","ventral anterior homeobox 2"
"3846","VENTXP1","VENT homeobox pseudogene 1"
"3847","VENTXP7","VENT homeobox pseudogene 7"
"3848","VIL1","villin 1"
"3849","VILL","villin like"
"3850","VIT","vitrin"
"3851","VLDLR","very low density lipoprotein receptor"
"3852","VN1R1","vomeronasal 1 receptor 1"
"3853","VN1R2","vomeronasal 1 receptor 2"
"3854","VN1R4","vomeronasal 1 receptor 4"
"3855","VNN1","vanin 1"
"3856","VPREB3","V-set pre-B cell surrogate light chain 3"
"3857","VSIG4","V-set and immunoglobulin domain containing 4"
"3858","VSTM2A","V-set and transmembrane domain containing 2A"
"3859","VSTM2L","V-set and transmembrane domain containing 2 like"
"3860","VSTM4","V-set and transmembrane domain containing 4"
"3861","VTA1","vesicle trafficking 1"
"3862","VTI1B","vesicle transport through interaction with t-SNAREs 1B"
"3863","VTRNA1-1","vault RNA 1-1"
"3864","VTRNA1-3","vault RNA 1-3"
"3865","VTRNA2-1","vault RNA 2-1"
"3866","VWA3A","von Willebrand factor A domain containing 3A"
"3867","VWC2L","von Willebrand factor C domain containing 2 like"
"3868","WAC","WW domain containing adaptor with coiled-coil"
"3869","WARS2","tryptophanyl tRNA synthetase 2, mitochondrial"
"3870","WASF2","WASP family member 2"
"3871","WBP11P1","WW domain binding protein 11 pseudogene 1"
"3872","WBP5",NA
"3873","WBSCR16",NA
"3874","WBSCR17",NA
"3875","WDFY1","WD repeat and FYVE domain containing 1"
"3876","WDFY4","WDFY family member 4"
"3877","WDR11-AS1","WDR11 antisense RNA 1"
"3878","WDR12","WD repeat domain 12"
"3879","WDR17","WD repeat domain 17"
"3880","WDR43","WD repeat domain 43"
"3881","WDR5","WD repeat domain 5"
"3882","WDR52-AS1",NA
"3883","WDR74","WD repeat domain 74"
"3884","WDR88","WD repeat domain 88"
"3885","WFDC13","WAP four-disulfide core domain 13"
"3886","WFDC5","WAP four-disulfide core domain 5"
"3887","WFDC9","WAP four-disulfide core domain 9"
"3888","WFIKKN1","WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1"
"3889","WFIKKN2","WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2"
"3890","WHAMMP2","WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 2"
"3891","WIPF1","WAS/WASL interacting protein family member 1"
"3892","WIPF3","WAS/WASL interacting protein family member 3"
"3893","WLS","Wnt ligand secretion mediator"
"3894","WNT2B","Wnt family member 2B"
"3895","WNT8B","Wnt family member 8B"
"3896","WRAP53","WD repeat containing antisense to TP53"
"3897","WRAP73","WD repeat containing, antisense to TP73"
"3898","WRN","WRN RecQ like helicase"
"3899","WRNIP1","WRN helicase interacting protein 1"
"3900","XCL1","X-C motif chemokine ligand 1"
"3901","XCL2","X-C motif chemokine ligand 2"
"3902","XIRP1","xin actin binding repeat containing 1"
"3903","XIRP2","xin actin binding repeat containing 2"
"3904","XKR4","XK related 4"
"3905","XRCC4","X-ray repair cross complementing 4"
"3906","YIF1B","Yip1 interacting factor homolog B, membrane trafficking protein"
"3907","YIPF1","Yip1 domain family member 1"
"3908","YKT6","YKT6 v-SNARE homolog"
"3909","YPEL1","yippee like 1"
"3910","YPEL5","yippee like 5"
"3911","ZADH2","zinc binding alcohol dehydrogenase domain containing 2"
"3912","ZBED2","zinc finger BED-type containing 2"
"3913","ZBED4","zinc finger BED-type containing 4"
"3914","ZBED6","zinc finger BED-type containing 6"
"3915","ZBTB16","zinc finger and BTB domain containing 16"
"3916","ZBTB20-AS1","ZBTB20 antisense RNA 1"
"3917","ZBTB21","zinc finger and BTB domain containing 21"
"3918","ZBTB3","zinc finger and BTB domain containing 3"
"3919","ZBTB32","zinc finger and BTB domain containing 32"
"3920","ZBTB39","zinc finger and BTB domain containing 39"
"3921","ZBTB41","zinc finger and BTB domain containing 41"
"3922","ZBTB8B","zinc finger and BTB domain containing 8B"
"3923","ZC2HC1B","zinc finger C2HC-type containing 1B"
"3924","ZC3H12B","zinc finger CCCH-type containing 12B"
"3925","ZC3H7B","zinc finger CCCH-type containing 7B"
"3926","ZCCHC12","zinc finger CCHC-type containing 12"
"3927","ZCCHC13","zinc finger CCHC-type containing 13"
"3928","ZCCHC18","zinc finger CCHC-type containing 18"
"3929","ZCCHC2","zinc finger CCHC-type containing 2"
"3930","ZCCHC3","zinc finger CCHC-type containing 3"
"3931","ZDHHC1","zinc finger DHHC-type containing 1"
"3932","ZDHHC20","zinc finger DHHC-type containing 20"
"3933","ZDHHC22","zinc finger DHHC-type containing 22"
"3934","ZDHHC24","zinc finger DHHC-type containing 24"
"3935","ZDHHC8","zinc finger DHHC-type containing 8"
"3936","ZEB2","zinc finger E-box binding homeobox 2"
"3937","ZFAND3","zinc finger AN1-type containing 3"
"3938","ZFAND6","zinc finger AN1-type containing 6"
"3939","ZFAS1","ZNFX1 antisense RNA 1"
"3940","ZFHX4-AS1","ZFHX4 antisense RNA 1"
"3941","ZFP112",NA
"3942","ZFP69","ZFP69 zinc finger protein"
"3943","ZFP92","ZFP92 zinc finger protein"
"3944","ZFPM2","zinc finger protein, FOG family member 2"
"3945","ZFX","zinc finger protein X-linked"
"3946","ZFYVE26","zinc finger FYVE-type containing 26"
"3947","ZFYVE9","zinc finger FYVE-type containing 9"
"3948","ZG16B","zymogen granule protein 16B"
"3949","ZGLP1","zinc finger GATA like protein 1"
"3950","ZIK1","zinc finger protein interacting with K protein 1"
"3951","ZKSCAN8","zinc finger with KRAB and SCAN domains 8"
"3952","ZMAT1","zinc finger matrin-type 1"
"3953","ZMYM6NB",NA
"3954","ZNF106","zinc finger protein 106"
"3955","ZNF124","zinc finger protein 124"
"3956","ZNF140","zinc finger protein 140"
"3957","ZNF154","zinc finger protein 154"
"3958","ZNF165","zinc finger protein 165"
"3959","ZNF185","zinc finger protein 185 with LIM domain"
"3960","ZNF19","zinc finger protein 19"
"3961","ZNF208","zinc finger protein 208"
"3962","ZNF227","zinc finger protein 227"
"3963","ZNF233","zinc finger protein 233"
"3964","ZNF236","zinc finger protein 236"
"3965","ZNF25","zinc finger protein 25"
"3966","ZNF276","zinc finger protein 276"
"3967","ZNF284","zinc finger protein 284"
"3968","ZNF296","zinc finger protein 296"
"3969","ZNF311","zinc finger protein 311"
"3970","ZNF32-AS1","ZNF32 antisense RNA 1"
"3971","ZNF32-AS3","ZNF32 antisense RNA 3"
"3972","ZNF33BP1","zinc finger protein 33B pseudogene 1"
"3973","ZNF341","zinc finger protein 341"
"3974","ZNF345","zinc finger protein 345"
"3975","ZNF347","zinc finger protein 347"
"3976","ZNF35","zinc finger protein 35"
"3977","ZNF354A","zinc finger protein 354A"
"3978","ZNF354C","zinc finger protein 354C"
"3979","ZNF362","zinc finger protein 362"
"3980","ZNF365","zinc finger protein 365"
"3981","ZNF367","zinc finger protein 367"
"3982","ZNF383","zinc finger protein 383"
"3983","ZNF384","zinc finger protein 384"
"3984","ZNF385C","zinc finger protein 385C"
"3985","ZNF404","zinc finger protein 404"
"3986","ZNF445","zinc finger protein 445"
"3987","ZNF461","zinc finger protein 461"
"3988","ZNF485","zinc finger protein 485"
"3989","ZNF500","zinc finger protein 500"
"3990","ZNF503-AS1","ZNF503 antisense RNA 1"
"3991","ZNF506","zinc finger protein 506"
"3992","ZNF512B","zinc finger protein 512B"
"3993","ZNF534","zinc finger protein 534"
"3994","ZNF536","zinc finger protein 536"
"3995","ZNF555","zinc finger protein 555"
"3996","ZNF559","zinc finger protein 559"
"3997","ZNF560","zinc finger protein 560"
"3998","ZNF567","zinc finger protein 567"
"3999","ZNF572","zinc finger protein 572"
"4000","ZNF578","zinc finger protein 578"
"4001","ZNF579","zinc finger protein 579"
"4002","ZNF594","zinc finger protein 594"
"4003","ZNF615","zinc finger protein 615"
"4004","ZNF626","zinc finger protein 626"
"4005","ZNF629","zinc finger protein 629"
"4006","ZNF644","zinc finger protein 644"
"4007","ZNF645",NA
"4008","ZNF648","zinc finger protein 648"
"4009","ZNF652","zinc finger protein 652"
"4010","ZNF653","zinc finger protein 653"
"4011","ZNF667","zinc finger protein 667"
"4012","ZNF668","zinc finger protein 668"
"4013","ZNF69","zinc finger protein 69"
"4014","ZNF696","zinc finger protein 696"
"4015","ZNF699","zinc finger protein 699"
"4016","ZNF705B","zinc finger protein 705B"
"4017","ZNF710","zinc finger protein 710"
"4018","ZNF713","zinc finger protein 713"
"4019","ZNF716","zinc finger protein 716"
"4020","ZNF732","zinc finger protein 732"
"4021","ZNF746","zinc finger protein 746"
"4022","ZNF75D","zinc finger protein 75D"
"4023","ZNF777","zinc finger protein 777"
"4024","ZNF781","zinc finger protein 781"
"4025","ZNF790","zinc finger protein 790"
"4026","ZNF790-AS1","ZNF790 antisense RNA 1"
"4027","ZNF793","zinc finger protein 793"
"4028","ZNF804A","zinc finger protein 804A"
"4029","ZNF812",NA
"4030","ZNF814","zinc finger protein 814"
"4031","ZNF837","zinc finger protein 837"
"4032","ZNF879","zinc finger protein 879"
"4033","ZNF880","zinc finger protein 880"
"4034","ZNF98","zinc finger protein 98"
"4035","ZNF99","zinc finger protein 99"
"4036","ZNFX1","zinc finger NFX1-type containing 1"
"4037","ZNHIT2","zinc finger HIT-type containing 2"
"4038","ZNRF2","zinc and ring finger 2"
"4039","ZNRF4","zinc and ring finger 4"
"4040","ZP2","zona pellucida glycoprotein 2"
"4041","ZPBP2","zona pellucida binding protein 2"
"4042","ZRANB2-AS2","ZRANB2 antisense RNA 2 (head to head)"
"4043","ZSCAN5B","zinc finger and SCAN domain containing 5B"
