"","SYMBOL","GENENAME"
"3935","STX12","syntaxin 12"
"3936","STX2","syntaxin 2"
"3937","STXBP5L","syntaxin binding protein 5 like"
"3938","SUDS3","SDS3 homolog, SIN3A corepressor complex component"
"3939","SULT1A3","sulfotransferase family 1A member 3"
"3940","SULT1A4","sulfotransferase family 1A member 4"
"3941","SULT1C3","sulfotransferase family 1C member 3"
"3942","SULT1E1","sulfotransferase family 1E member 1"
"3943","SULT4A1","sulfotransferase family 4A member 1"
"3944","SUMF1","sulfatase modifying factor 1"
"3945","SUMO3","small ubiquitin like modifier 3"
"3946","SUMO4","small ubiquitin like modifier 4"
"3947","SUPT20HL2","SUPT20H like 2"
"3948","SURF1","SURF1 cytochrome c oxidase assembly factor"
"3949","SURF2","surfeit 2"
"3950","SUSD1","sushi domain containing 1"
"3951","SUV420H1",NA
"3952","SV2C","synaptic vesicle glycoprotein 2C"
"3953","SYCE1","synaptonemal complex central element protein 1"
"3954","SYCE1L","synaptonemal complex central element protein 1 like"
"3955","SYCP2L","synaptonemal complex protein 2 like"
"3956","SYCP3","synaptonemal complex protein 3"
"3957","SYNDIG1","synapse differentiation inducing 1"
"3958","SYNE2","spectrin repeat containing nuclear envelope protein 2"
"3959","SYNJ2","synaptojanin 2"
"3960","SYNPO2L","synaptopodin 2 like"
"3961","SYNPR","synaptoporin"
"3962","SYNPR-AS1","SYNPR antisense RNA 1"
"3963","SYP","synaptophysin"
"3964","SYT14","synaptotagmin 14"
"3965","SYT16","synaptotagmin 16"
"3966","SYT6","synaptotagmin 6"
"3967","SYTL3","synaptotagmin like 3"
"3968","SYTL5","synaptotagmin like 5"
"3969","TAAR1","trace amine associated receptor 1"
"3970","TAAR3",NA
"3971","TACC2","transforming acidic coiled-coil containing protein 2"
"3972","TAF4","TATA-box binding protein associated factor 4"
"3973","TAGAP","T cell activation RhoGTPase activating protein"
"3974","TANC2","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2"
"3975","TANK","TRAF family member associated NFKB activator"
"3976","TAPT1","transmembrane anterior posterior transformation 1"
"3977","TARBP1","TAR (HIV-1) RNA binding protein 1"
"3978","TAS2R1","taste 2 receptor member 1"
"3979","TAS2R3","taste 2 receptor member 3"
"3980","TAS2R31","taste 2 receptor member 31"
"3981","TAS2R39","taste 2 receptor member 39"
"3982","TAS2R4","taste 2 receptor member 4"
"3983","TAS2R40","taste 2 receptor member 40"
"3984","TAS2R41","taste 2 receptor member 41"
"3985","TAS2R42","taste 2 receptor member 42"
"3986","TAS2R43","taste 2 receptor member 43"
"3987","TAS2R5","taste 2 receptor member 5"
"3988","TAS2R50","taste 2 receptor member 50"
"3989","TAS2R7","taste 2 receptor member 7"
"3990","TAS2R8","taste 2 receptor member 8"
"3991","TAS2R9","taste 2 receptor member 9"
"3992","TATDN2","TatD DNase domain containing 2"
"3993","TAZ","tafazzin"
"3994","TBC1D10B","TBC1 domain family member 10B"
"3995","TBC1D10C","TBC1 domain family member 10C"
"3996","TBC1D14","TBC1 domain family member 14"
"3997","TBC1D20","TBC1 domain family member 20"
"3998","TBC1D24","TBC1 domain family member 24"
"3999","TBC1D26","TBC1 domain family member 26"
"4000","TBC1D28","TBC1 domain family member 28"
"4001","TBL1X","transducin beta like 1 X-linked"
"4002","TBL1Y","transducin beta like 1 Y-linked"
"4003","TC2N","tandem C2 domains, nuclear"
"4004","TCAM1P","testicular cell adhesion molecule 1, pseudogene"
"4005","TCEA1","transcription elongation factor A1"
"4006","TCEAL1","transcription elongation factor A like 1"
"4007","TCEAL7","transcription elongation factor A like 7"
"4008","TCEB3C",NA
"4009","TCEB3CL2",NA
"4010","TCERG1L","transcription elongation regulator 1 like"
"4011","TCF15","transcription factor 15"
"4012","TCL1A","T cell leukemia/lymphoma 1A"
"4013","TCL1B","T cell leukemia/lymphoma 1B"
"4014","TCN1","transcobalamin 1"
"4015","TCP10L2","t-complex 10 like 2"
"4016","TCP11","t-complex 11"
"4017","TCTEX1D1","Tctex1 domain containing 1"
"4018","TDGF1P3","teratocarcinoma-derived growth factor 1 pseudogene 3"
"4019","TDRD1","tudor domain containing 1"
"4020","TDRD10","tudor domain containing 10"
"4021","TEAD3","TEA domain transcription factor 3"
"4022","TECRL","trans-2,3-enoyl-CoA reductase like"
"4023","TECTB","tectorin beta"
"4024","TEDDM1","transmembrane epididymal protein 1"
"4025","TEKT2","tektin 2"
"4026","TEKT4P2","tektin 4 pseudogene 2"
"4027","TENM3","teneurin transmembrane protein 3"
"4028","TERT","telomerase reverse transcriptase"
"4029","TEX2","testis expressed 2"
"4030","TEX41","testis expressed 41"
"4031","TF","transferrin"
"4032","TFAP2B","transcription factor AP-2 beta"
"4033","TFAP2D","transcription factor AP-2 delta"
"4034","TFDP1","transcription factor Dp-1"
"4035","TFDP3","transcription factor Dp family member 3"
"4036","TFEC","transcription factor EC"
"4037","TFPI2","tissue factor pathway inhibitor 2"
"4038","TGIF2","TGFB induced factor homeobox 2"
"4039","TGIF2LY","TGFB induced factor homeobox 2 like Y-linked"
"4040","TGM4","transglutaminase 4"
"4041","THPO","thrombopoietin"
"4042","THSD1","thrombospondin type 1 domain containing 1"
"4043","THSD7B","thrombospondin type 1 domain containing 7B"
"4044","TIGD2","tigger transposable element derived 2"
"4045","TIGIT","T cell immunoreceptor with Ig and ITIM domains"
"4046","TIMD4","T cell immunoglobulin and mucin domain containing 4"
"4047","TIMM23","translocase of inner mitochondrial membrane 23"
"4048","TINCR","TINCR ubiquitin domain containing"
"4049","TIPARP","TCDD inducible poly(ADP-ribose) polymerase"
"4050","TJP2","tight junction protein 2"
"4051","TLE2","TLE family member 2, transcriptional corepressor"
"4052","TLK2","tousled like kinase 2"
"4053","TLR10","toll like receptor 10"
"4054","TLR7","toll like receptor 7"
"4055","TLX1","T cell leukemia homeobox 1"
"4056","TLX1NB","TLX1 neighbor"
"4057","TM4SF18","transmembrane 4 L six family member 18"
"4058","TM4SF20","transmembrane 4 L six family member 20"
"4059","TMC1","transmembrane channel like 1"
"4060","TMC2","transmembrane channel like 2"
"4061","TMCC3","transmembrane and coiled-coil domain family 3"
"4062","TMCO2","transmembrane and coiled-coil domains 2"
"4063","TMCO3","transmembrane and coiled-coil domains 3"
"4064","TMCO5B","transmembrane and coiled-coil domains 5B (pseudogene)"
"4065","TMED11P","transmembrane p24 trafficking protein 11, pseudogene"
"4066","TMED6","transmembrane p24 trafficking protein 6"
"4067","TMEM110-MUSTN1",NA
"4068","TMEM121","transmembrane protein 121"
"4069","TMEM129","transmembrane protein 129"
"4070","TMEM132C","transmembrane protein 132C"
"4071","TMEM132E","transmembrane protein 132E"
"4072","TMEM133",NA
"4073","TMEM145","transmembrane protein 145"
"4074","TMEM14E",NA
"4075","TMEM151B","transmembrane protein 151B"
"4076","TMEM163","transmembrane protein 163"
"4077","TMEM170B","transmembrane protein 170B"
"4078","TMEM176A","transmembrane protein 176A"
"4079","TMEM176B","transmembrane protein 176B"
"4080","TMEM178A","transmembrane protein 178A"
"4081","TMEM178B","transmembrane protein 178B"
"4082","TMEM179","transmembrane protein 179"
"4083","TMEM182","transmembrane protein 182"
"4084","TMEM191A","transmembrane protein 191A (pseudogene)"
"4085","TMEM191B","transmembrane protein 191B"
"4086","TMEM191C","transmembrane protein 191C"
"4087","TMEM200A","transmembrane protein 200A"
"4088","TMEM200C","transmembrane protein 200C"
"4089","TMEM202","transmembrane protein 202"
"4090","TMEM207","transmembrane protein 207"
"4091","TMEM211","transmembrane protein 211"
"4092","TMEM212","transmembrane protein 212"
"4093","TMEM225","transmembrane protein 225"
"4094","TMEM232","transmembrane protein 232"
"4095","TMEM236","transmembrane protein 236"
"4096","TMEM240","transmembrane protein 240"
"4097","TMEM244","transmembrane protein 244"
"4098","TMEM257",NA
"4099","TMEM258","transmembrane protein 258"
"4100","TMEM35",NA
"4101","TMEM45B","transmembrane protein 45B"
"4102","TMEM47","transmembrane protein 47"
"4103","TMEM55B",NA
"4104","TMEM57",NA
"4105","TMEM64","transmembrane protein 64"
"4106","TMEM71","transmembrane protein 71"
"4107","TMEM81","transmembrane protein 81"
"4108","TMEM82","transmembrane protein 82"
"4109","TMEM88B","transmembrane protein 88B"
"4110","TMEM89","transmembrane protein 89"
"4111","TMEM8A",NA
"4112","TMIGD2","transmembrane and immunoglobulin domain containing 2"
"4113","TMLHE-AS1","TMLHE antisense RNA 1"
"4114","TMOD4","tropomodulin 4"
"4115","TMPRSS11B","transmembrane serine protease 11B"
"4116","TMPRSS11BNL","TMPRSS11B N-terminal like, pseudogene"
"4117","TMPRSS11D","transmembrane serine protease 11D"
"4118","TMPRSS11F","transmembrane serine protease 11F"
"4119","TMPRSS12","transmembrane serine protease 12"
"4120","TMPRSS7","transmembrane serine protease 7"
"4121","TMSB4Y","thymosin beta 4 Y-linked"
"4122","TNFRSF13C","TNF receptor superfamily member 13C"
"4123","TNFRSF18","TNF receptor superfamily member 18"
"4124","TNFRSF9","TNF receptor superfamily member 9"
"4125","TNIP3","TNFAIP3 interacting protein 3"
"4126","TNNT2","troponin T2, cardiac type"
"4127","TNNT3","troponin T3, fast skeletal type"
"4128","TNRC18","trinucleotide repeat containing 18"
"4129","TNRC6C","trinucleotide repeat containing adaptor 6C"
"4130","TNXB","tenascin XB"
"4131","TOPAZ1","testis and ovary specific PAZ domain containing 1"
"4132","TOR1AIP2","torsin 1A interacting protein 2"
"4133","TOX3","TOX high mobility group box family member 3"
"4134","TP53TG3","TP53 target 3"
"4135","TP53TG3B","TP53 target 3B"
"4136","TP53TG3D","TP53 target 3D"
"4137","TP63","tumor protein p63"
"4138","TP73","tumor protein p73"
"4139","TP73-AS1","TP73 antisense RNA 1"
"4140","TPH1","tryptophan hydroxylase 1"
"4141","TPO","thyroid peroxidase"
"4142","TPPP","tubulin polymerization promoting protein"
"4143","TPPP3","tubulin polymerization promoting protein family member 3"
"4144","TPRG1","tumor protein p63 regulated 1"
"4145","TPRG1-AS2","TPRG1 antisense RNA 2"
"4146","TPRX1","tetrapeptide repeat homeobox 1"
"4147","TPSAB1","tryptase alpha/beta 1"
"4148","TPSB2","tryptase beta 2 (gene/pseudogene)"
"4149","TPTE2P3","transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 3"
"4150","TPTE2P6","transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 6"
"4151","TPTEP1","TPTE pseudogene 1"
"4152","TRAF3","TNF receptor associated factor 3"
"4153","TRAF3IP3","TRAF3 interacting protein 3"
"4154","TRANK1","tetratricopeptide repeat and ankyrin repeat containing 1"
"4155","TRH","thyrotropin releasing hormone"
"4156","TRHDE","thyrotropin releasing hormone degrading enzyme"
"4157","TRHR","thyrotropin releasing hormone receptor"
"4158","TRIL","TLR4 interactor with leucine rich repeats"
"4159","TRIM17","tripartite motif containing 17"
"4160","TRIM49","tripartite motif containing 49"
"4161","TRIM49B","tripartite motif containing 49B"
"4162","TRIM49C","tripartite motif containing 49C"
"4163","TRIM53AP","tripartite motif containing 53A, pseudogene"
"4164","TRIM58","tripartite motif containing 58"
"4165","TRIM61","tripartite motif containing 61"
"4166","TRIM63","tripartite motif containing 63"
"4167","TRIM64","tripartite motif containing 64"
"4168","TRIM64B","tripartite motif containing 64B"
"4169","TRIM67","tripartite motif containing 67"
"4170","TRIM68","tripartite motif containing 68"
"4171","TRIM71","tripartite motif containing 71"
"4172","TRIM73","tripartite motif containing 73"
"4173","TRIM8","tripartite motif containing 8"
"4174","TRIML1","tripartite motif family like 1"
"4175","TRMT10C","tRNA methyltransferase 10C, mitochondrial RNase P subunit"
"4176","TRPC5OS","TRPC5 opposite strand"
"4177","TRPM8","transient receptor potential cation channel subfamily M member 8"
"4178","TRPV5","transient receptor potential cation channel subfamily V member 5"
"4179","TSGA10IP","testis specific 10 interacting protein"
"4180","TSGA13","testis specific 13"
"4181","TSHR","thyroid stimulating hormone receptor"
"4182","TSHZ3","teashirt zinc finger homeobox 3"
"4183","TSPAN11","tetraspanin 11"
"4184","TSPAN33","tetraspanin 33"
"4185","TSPAN4","tetraspanin 4"
"4186","TSSK4","testis specific serine kinase 4"
"4187","TTC24","tetratricopeptide repeat domain 24"
"4188","TTC28","tetratricopeptide repeat domain 28"
"4189","TTC34","tetratricopeptide repeat domain 34"
"4190","TTC9B","tetratricopeptide repeat domain 9B"
"4191","TTLL12","tubulin tyrosine ligase like 12"
"4192","TTN","titin"
"4193","TTN-AS1","TTN antisense RNA 1"
"4194","TTTY10","testis-specific transcript, Y-linked 10"
"4195","TTTY11","testis-specific transcript, Y-linked 11"
"4196","TTTY12","testis-specific transcript, Y-linked 12"
"4197","TTTY13","testis-specific transcript, Y-linked 13"
"4198","TTTY14","testis-specific transcript, Y-linked 14"
"4199","TTTY15","testis-specific transcript, Y-linked 15"
"4200","TTTY16","testis-specific transcript, Y-linked 16"
"4201","TTTY17A","testis-specific transcript, Y-linked 17A"
"4202","TTTY18","testis-specific transcript, Y-linked 18"
"4203","TTTY19","testis-specific transcript, Y-linked 19"
"4204","TTTY1B","testis-specific transcript, Y-linked 1B"
"4205","TTTY2","testis-specific transcript, Y-linked 2"
"4206","TTTY21","testis-specific transcript, Y-linked 21"
"4207","TTTY22","testis-specific transcript, Y-linked 22"
"4208","TTTY23","testis-specific transcript, Y-linked 23"
"4209","TTTY3","testis-specific transcript, Y-linked 3"
"4210","TTTY4","testis-specific transcript, Y-linked 4"
"4211","TTTY5","testis-specific transcript, Y-linked 5"
"4212","TTTY7","testis-specific transcript, Y-linked 7"
"4213","TTTY8","testis-specific transcript, Y-linked 8"
"4214","TTTY9B","testis-specific transcript, Y-linked 9B"
"4215","TTYH1","tweety family member 1"
"4216","TUBB1","tubulin beta 1 class VI"
"4217","TUBB2A","tubulin beta 2A class IIa"
"4218","TUBB4B","tubulin beta 4B class IVb"
"4219","TUBB6","tubulin beta 6 class V"
"4220","TUBB8","tubulin beta 8 class VIII"
"4221","TUBGCP3","tubulin gamma complex associated protein 3"
"4222","TUSC3","tumor suppressor candidate 3"
"4223","TUSC7","tumor suppressor candidate 7"
"4224","TVP23A","trans-golgi network vesicle protein 23 homolog A"
"4225","TWIST2","twist family bHLH transcription factor 2"
"4226","TWSG1","twisted gastrulation BMP signaling modulator 1"
"4227","TXK","TXK tyrosine kinase"
"4228","TXLNG2P",NA
"4229","TXNRD1","thioredoxin reductase 1"
"4230","TXNRD3NB",NA
"4231","TYR","tyrosinase"
"4232","TYRP1","tyrosinase related protein 1"
"4233","UBD","ubiquitin D"
"4234","UBE2E1","ubiquitin conjugating enzyme E2 E1"
"4235","UBE2E3","ubiquitin conjugating enzyme E2 E3"
"4236","UBE2L3","ubiquitin conjugating enzyme E2 L3"
"4237","UBE2QL1","ubiquitin conjugating enzyme E2 Q family like 1"
"4238","UBE2V2","ubiquitin conjugating enzyme E2 V2"
"4239","UBE3C","ubiquitin protein ligase E3C"
"4240","UBL4A","ubiquitin like 4A"
"4241","UBTD2","ubiquitin domain containing 2"
"4242","UBTFL1","upstream binding transcription factor like 1"
"4243","UBXN2A","UBX domain protein 2A"
"4244","UCA1","urothelial cancer associated 1"
"4245","UCN","urocortin"
"4246","UGT2A3","UDP glucuronosyltransferase family 2 member A3"
"4247","UGT2B10","UDP glucuronosyltransferase family 2 member B10"
"4248","UGT2B15","UDP glucuronosyltransferase family 2 member B15"
"4249","UGT2B28","UDP glucuronosyltransferase family 2 member B28"
"4250","UHRF1","ubiquitin like with PHD and ring finger domains 1"
"4251","ULK1","unc-51 like autophagy activating kinase 1"
"4252","ULK4P3","ULK4 pseudogene 3"
"4253","UMOD","uromodulin"
"4254","UNC5A","unc-5 netrin receptor A"
"4255","UNC5B","unc-5 netrin receptor B"
"4256","UNC5D","unc-5 netrin receptor D"
"4257","UNC93A","unc-93 homolog A"
"4258","UNCX","UNC homeobox"
"4259","UNKL","unk like zinc finger"
"4260","UOX","urate oxidase (pseudogene)"
"4261","UPB1","beta-ureidopropionase 1"
"4262","UPF3A","UPF3A regulator of nonsense mediated mRNA decay"
"4263","UPK1A","uroplakin 1A"
"4264","UQCRBP1","ubiquinol-cytochrome c reductase binding protein pseudogene 1"
"4265","URI1","URI1 prefoldin like chaperone"
"4266","USF2","upstream transcription factor 2, c-fos interacting"
"4267","USH2A","usherin"
"4268","USP14","ubiquitin specific peptidase 14"
"4269","USP18","ubiquitin specific peptidase 18"
"4270","USP25","ubiquitin specific peptidase 25"
"4271","USP49","ubiquitin specific peptidase 49"
"4272","USP7","ubiquitin specific peptidase 7"
"4273","USP9Y","ubiquitin specific peptidase 9 Y-linked"
"4274","UTF1","undifferentiated embryonic cell transcription factor 1"
"4275","UTRN","utrophin"
"4276","UTS2","urotensin 2"
"4277","UTY","ubiquitously transcribed tetratricopeptide repeat containing, Y-linked"
"4278","VAC14","VAC14 component of PIKFYVE complex"
"4279","VAMP7","vesicle associated membrane protein 7"
"4280","VASH1","vasohibin 1"
"4281","VASN","vasorin"
"4282","VAV2","vav guanine nucleotide exchange factor 2"
"4283","VCAM1","vascular cell adhesion molecule 1"
"4284","VCX3A","variable charge X-linked 3A"
"4285","VCY","variable charge Y-linked"
"4286","VEGFC","vascular endothelial growth factor C"
"4287","VHLL","VHL like"
"4288","VIP","vasoactive intestinal peptide"
"4289","VIPR2","vasoactive intestinal peptide receptor 2"
"4290","VKORC1L1","vitamin K epoxide reductase complex subunit 1 like 1"
"4291","VN1R10P","vomeronasal 1 receptor 10 pseudogene"
"4292","VN1R5","vomeronasal 1 receptor 5 (gene/pseudogene)"
"4293","VNN2","vanin 2"
"4294","VPS13D","vacuolar protein sorting 13 homolog D"
"4295","VPS37D","VPS37D subunit of ESCRT-I"
"4296","VPS4A","vacuolar protein sorting 4 homolog A"
"4297","VPS9D1","VPS9 domain containing 1"
"4298","VSTM2B","V-set and transmembrane domain containing 2B"
"4299","VSX1","visual system homeobox 1"
"4300","VWA5A","von Willebrand factor A domain containing 5A"
"4301","VWA5B2","von Willebrand factor A domain containing 5B2"
"4302","VWC2","von Willebrand factor C domain containing 2"
